87,4,4,4,"I3","KHA","pswe","IF010",,37,2.00000,"1",,,"20180315","20180706",0.00340,"Gruppen 3/4",,"ZH013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,,#n,#n
88,4,4,4,"WIF3","KHA","pswe","IF010",,75,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 1/2",,"HS013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,,#n,#n
89,4,4,4,"WIF3","KHA","pswe","IF010",,75,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 3/4",,"HS013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,,#n,#n
410,2,2,2,"I3","SMR","prg3","ZH005",,37,2.00000,,,,"20180315","20180706",0.00340,,,"ZH005",,,,"aBn",,,,,,,,,,0,0,,,,,200000,2.00000,,,,,,#n,#n
346,4,4,4,"I3","SMR","pprg","IF019",,37,2.00000,"2",,,"20180315","20180706",0.00340,"Gruppe 3 (gKW)",,,"14",0,16777215,"aBfn",,,,,,,,,,0,0,,,,,200000,2.00000,,,,,,#n,#n
91,4,4,4,"I3","SMR","pprg","IF019",,37,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 1/2",,,"14",0,16777215,"aBfn",,,,,,,,,,0,0,,,,,400000,4.00000,,,,,,#n,#n
95,2,2,2,"I3","JGN","dbk","SC001",,132,2.00000,,,,"20180315","20180706",0.01020,,,"ZH013",,0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,200000,2.00000,,,,,,#n,#n
95,2,2,0,"WIF3","JGN","dbkw","SC001",,0,2.00000,,,,"20180315","20180706",0.01020,,,"ZH013",,0,16777215,"aBfn",,,,,,,,,,0,0,,,,,200000,2.00000,,,,,,#n,#n
95,2,2,0,"AIF3","JGN","dbka","SC001",,0,2.00000,,,,"20180315","20180706",0.01020,,,"ZH013",,0,16777215,"aBfn",,,,,,,,,,0,0,,,,,200000,2.00000,,,,,,#n,#n
96,4,4,4,"I3","FRA","pdbk","IF008",,37,4.00000,,,,"20180315","20180706",0.00680,"Gruppen 1/2",,"ZH013","14",0,16777215,"aBfn",,,,,,,,,"3",0,0,,,,,400000,4.00000,,,,,,#n,#n
